device_id,ph,turbidity_ntu,tds_ppm,water_quality_category
soil-water-monitor-3,7.63,0.44,307.1,Safe
soil-water-monitor-2,7.57,1.68,299.6,Safe
soil-water-monitor-2,6.78,2.76,606.1,Safe
soil-water-monitor-1,6.61,8.89,730.2,Moderate
soil-water-monitor-3,6.31,12.46,654.6,Moderate
soil-water-monitor-2,6.48,4.08,691.3,Moderate
soil-water-monitor-2,6.84,2.14,248.7,Safe
soil-water-monitor-3,6.76,4.25,514.9,Moderate
soil-water-monitor-1,6.88,1.33,354.0,Safe
soil-water-monitor-2,5.66,17.07,1407.4,Unsafe
soil-water-monitor-1,7.43,1.22,209.7,Safe
soil-water-monitor-2,4.46,11.94,1285.9,Critical
soil-water-monitor-1,7.07,2.09,281.5,Safe
soil-water-monitor-3,6.97,1.78,269.5,Safe
soil-water-monitor-1,5.58,43.69,1658.7,Unsafe
soil-water-monitor-3,8.07,0.0,131.2,Safe
soil-water-monitor-3,7.49,1.49,315.8,Safe
soil-water-monitor-1,7.87,3.5,320.1,Safe
soil-water-monitor-2,6.9,0.78,479.1,Safe
soil-water-monitor-3,6.63,5.64,453.7,Safe
soil-water-monitor-3,6.58,2.97,291.5,Safe
soil-water-monitor-2,8.0,2.26,217.9,Safe
soil-water-monitor-3,6.42,3.29,280.4,Safe
soil-water-monitor-1,7.42,1.52,268.2,Safe
soil-water-monitor-3,7.31,2.4,337.3,Safe
soil-water-monitor-2,6.41,6.8,442.9,Moderate
soil-water-monitor-1,7.62,3.22,271.9,Safe
soil-water-monitor-3,6.47,3.23,447.7,Safe
soil-water-monitor-2,,0.1,726.1,Unsafe
soil-water-monitor-2,7.53,0.14,359.9,Safe
soil-water-monitor-2,6.3,154.45,2785.7,Critical
soil-water-monitor-1,7.72,5.24,451.5,Safe
soil-water-monitor-2,6.45,4.8,822.2,Moderate
soil-water-monitor-3,4.08,41.76,2670.4,Critical
soil-water-monitor-1,7.09,0.41,274.8,Safe
soil-water-monitor-1,7.29,2.94,241.2,Safe
soil-water-monitor-3,7.07,1.38,358.4,Safe
soil-water-monitor-1,6.77,13.41,798.8,Moderate
soil-water-monitor-3,,17.76,675.8,Unsafe
soil-water-monitor-1,7.74,2.29,334.3,Safe
soil-water-monitor-2,7.07,1.68,145.5,Safe
soil-water-monitor-1,5.24,22.8,2216.0,Critical
soil-water-monitor-3,6.03,4.06,933.2,Moderate
soil-water-monitor-3,6.76,3.38,435.3,Safe
soil-water-monitor-2,7.01,1.16,212.5,Safe
soil-water-monitor-1,6.15,8.33,779.6,Moderate
soil-water-monitor-3,7.7,2.73,339.8,Safe
soil-water-monitor-3,6.4,4.8,595.3,Moderate
soil-water-monitor-2,6.72,5.84,604.0,Moderate
soil-water-monitor-3,7.11,7.06,565.7,Moderate
soil-water-monitor-3,7.5,4.2,193.9,Safe
soil-water-monitor-3,7.72,3.4,211.6,Safe
soil-water-monitor-2,6.73,24.01,1132.6,Unsafe
soil-water-monitor-1,7.11,3.24,177.9,Safe
soil-water-monitor-1,8.07,3.21,400.9,Safe
soil-water-monitor-3,8.03,1.39,346.4,Safe
soil-water-monitor-2,6.4,4.32,627.2,Moderate
soil-water-monitor-3,6.0,8.64,441.7,Moderate
soil-water-monitor-2,4.92,91.94,1609.2,Critical
soil-water-monitor-3,6.57,9.37,652.6,Moderate
soil-water-monitor-2,6.73,3.02,310.4,Safe
soil-water-monitor-3,6.67,9.39,383.3,Safe
soil-water-monitor-3,5.14,38.26,1378.7,Critical
soil-water-monitor-2,6.3,42.6,1981.5,Unsafe
soil-water-monitor-2,7.56,4.82,204.6,Safe
soil-water-monitor-3,6.77,5.61,504.3,Moderate
soil-water-monitor-1,7.53,1.66,260.0,Safe
soil-water-monitor-3,,0.58,92.9,Safe
soil-water-monitor-2,6.94,14.51,1572.9,Unsafe
soil-water-monitor-3,7.06,20.62,1091.7,Unsafe
soil-water-monitor-3,7.48,2.15,321.1,Safe
soil-water-monitor-2,,0.0,287.2,Safe
soil-water-monitor-3,6.89,7.95,633.5,Moderate
soil-water-monitor-2,7.26,3.17,393.7,Safe
soil-water-monitor-3,4.88,108.65,2683.4,Critical
soil-water-monitor-1,8.08,0.29,504.3,Safe
soil-water-monitor-2,,14.29,918.3,Moderate
soil-water-monitor-2,6.31,5.92,479.0,Moderate
soil-water-monitor-3,6.99,0.52,156.3,Safe
soil-water-monitor-2,5.31,29.7,1138.7,Critical
soil-water-monitor-1,6.0,12.29,675.0,Unsafe
soil-water-monitor-2,4.99,101.72,2498.1,Critical
soil-water-monitor-3,5.9,56.57,2803.6,Critical
soil-water-monitor-2,5.79,5.69,500.4,Unsafe
soil-water-monitor-2,7.36,2.52,122.3,Safe
soil-water-monitor-2,7.56,0.0,313.5,Safe
soil-water-monitor-2,4.99,158.4,1856.5,Critical
soil-water-monitor-3,6.8,3.12,523.4,Safe
soil-water-monitor-2,7.24,4.26,654.3,Safe
soil-water-monitor-3,6.11,4.86,778.1,Moderate
soil-water-monitor-3,7.5,9.06,455.7,Safe
soil-water-monitor-2,7.45,1.85,187.3,Safe
soil-water-monitor-1,7.23,1.56,239.5,Safe
soil-water-monitor-2,6.82,1.27,304.7,Safe
soil-water-monitor-2,7.3,2.85,84.6,Safe
soil-water-monitor-3,6.94,3.85,286.4,Safe
soil-water-monitor-2,3.56,34.49,1086.5,Critical
soil-water-monitor-3,5.76,56.65,2316.0,Critical
soil-water-monitor-2,5.27,20.96,1484.0,Critical
soil-water-monitor-3,2.92,61.0,2360.4,Critical
soil-water-monitor-1,6.75,1.48,369.8,Safe
soil-water-monitor-2,7.5,2.04,242.3,Safe
soil-water-monitor-2,5.29,25.18,947.8,Unsafe
soil-water-monitor-3,6.74,1.39,253.8,Safe
soil-water-monitor-1,6.67,3.63,102.4,Safe
soil-water-monitor-2,5.58,24.45,1410.6,Critical
soil-water-monitor-3,4.9,19.67,1694.2,Critical
soil-water-monitor-1,6.96,4.58,815.3,Safe
soil-water-monitor-3,7.04,0.29,261.1,Safe
soil-water-monitor-3,6.57,8.07,411.5,Safe
soil-water-monitor-3,7.17,3.16,304.5,Safe
soil-water-monitor-3,6.51,31.03,1375.0,Unsafe
soil-water-monitor-3,7.3,2.34,408.1,Safe
soil-water-monitor-1,6.41,6.34,655.6,Moderate
soil-water-monitor-3,6.91,4.88,385.6,Safe
soil-water-monitor-3,6.68,1.15,167.6,Safe
soil-water-monitor-1,6.63,3.53,761.0,Safe
soil-water-monitor-3,7.55,2.7,271.4,Safe
soil-water-monitor-3,7.42,5.54,462.8,Safe
soil-water-monitor-1,6.48,22.29,1512.8,Unsafe
soil-water-monitor-2,6.88,7.82,583.5,Moderate
soil-water-monitor-3,6.64,4.89,761.5,Safe
soil-water-monitor-1,7.35,0.69,182.5,Safe
soil-water-monitor-2,6.63,7.33,728.4,Moderate
soil-water-monitor-3,6.54,7.02,776.6,Moderate
soil-water-monitor-2,7.0,3.98,224.5,Safe
soil-water-monitor-2,6.52,7.01,766.5,Moderate
soil-water-monitor-2,7.42,2.86,195.3,Safe
soil-water-monitor-1,5.98,2.83,568.6,Moderate
soil-water-monitor-2,7.08,14.44,524.4,Moderate
soil-water-monitor-1,5.69,25.68,1366.7,Unsafe
soil-water-monitor-3,6.65,21.13,922.4,Moderate
soil-water-monitor-2,8.0,0.0,80.6,Safe
soil-water-monitor-3,5.35,19.0,1329.0,Critical
soil-water-monitor-1,3.79,55.24,2421.4,Critical
soil-water-monitor-1,6.15,15.89,1666.5,Unsafe
soil-water-monitor-2,6.86,1.99,565.9,Safe
soil-water-monitor-2,7.63,9.35,571.6,Moderate
soil-water-monitor-3,7.07,4.98,297.7,Safe
soil-water-monitor-3,4.52,79.13,3943.7,Critical
soil-water-monitor-2,7.75,1.95,386.2,Safe
soil-water-monitor-2,6.13,7.52,624.3,Moderate
soil-water-monitor-3,5.97,9.44,517.7,Moderate
soil-water-monitor-2,8.03,1.27,333.2,Safe
soil-water-monitor-3,8.05,3.94,333.9,Safe
soil-water-monitor-1,6.73,1.28,338.5,Safe
soil-water-monitor-1,7.53,1.42,299.0,Safe
soil-water-monitor-2,7.32,4.55,182.6,Safe
soil-water-monitor-1,5.28,10.84,1871.5,Unsafe
soil-water-monitor-1,7.54,0.03,172.4,Safe
soil-water-monitor-1,6.21,13.74,1023.3,Unsafe
soil-water-monitor-3,7.55,3.51,304.3,Safe
soil-water-monitor-2,6.78,10.13,900.2,Moderate
soil-water-monitor-2,5.77,1.54,596.6,Moderate
soil-water-monitor-3,5.42,30.83,1351.2,Unsafe
soil-water-monitor-3,6.4,33.01,1635.6,Unsafe
soil-water-monitor-3,7.7,0.0,174.9,Safe
soil-water-monitor-1,6.8,32.48,1993.0,Unsafe
soil-water-monitor-1,6.22,16.31,1552.8,Unsafe
soil-water-monitor-1,6.9,3.34,240.8,Safe
soil-water-monitor-1,7.6,1.01,356.4,Safe
soil-water-monitor-1,7.31,0.29,219.8,Safe
soil-water-monitor-2,5.4,7.92,1334.8,Unsafe
soil-water-monitor-2,5.86,18.6,1755.5,Unsafe
soil-water-monitor-3,7.13,2.26,333.2,Safe
soil-water-monitor-2,7.53,7.62,429.1,Safe
soil-water-monitor-2,6.26,6.44,555.8,Moderate
soil-water-monitor-3,7.35,5.91,693.8,Moderate
soil-water-monitor-3,7.94,6.18,114.3,Safe
soil-water-monitor-3,6.34,6.34,747.2,Moderate
soil-water-monitor-1,6.66,0.0,381.6,Safe
soil-water-monitor-1,4.56,42.49,1736.1,Critical
soil-water-monitor-1,7.22,4.08,288.7,Safe
soil-water-monitor-1,7.2,1.33,253.3,Safe
soil-water-monitor-1,5.76,11.32,558.1,Unsafe
soil-water-monitor-3,7.62,3.56,234.0,Safe
soil-water-monitor-1,6.63,8.21,1113.8,Moderate
soil-water-monitor-1,6.01,5.26,859.7,Unsafe
soil-water-monitor-2,6.27,5.85,814.7,Moderate
soil-water-monitor-2,7.12,0.88,180.7,Safe
soil-water-monitor-1,6.48,8.97,686.9,Moderate
soil-water-monitor-3,7.74,1.63,432.8,Safe
soil-water-monitor-3,6.87,7.52,729.7,Moderate
soil-water-monitor-1,7.2,0.0,334.3,Safe
soil-water-monitor-2,7.66,6.72,700.8,Moderate
soil-water-monitor-3,6.91,0.65,182.2,Safe
soil-water-monitor-2,6.51,5.89,631.8,Moderate
soil-water-monitor-3,7.26,0.96,246.9,Safe
soil-water-monitor-2,6.24,2.51,308.7,Safe
soil-water-monitor-3,7.27,3.06,212.7,Safe
soil-water-monitor-3,7.51,9.35,794.9,Moderate
soil-water-monitor-3,7.59,5.78,529.7,Safe
soil-water-monitor-2,6.57,2.62,248.1,Safe
soil-water-monitor-1,6.81,0.57,313.7,Safe
soil-water-monitor-2,7.03,7.13,679.7,Moderate
soil-water-monitor-2,6.28,9.09,904.2,Moderate
soil-water-monitor-2,7.03,3.61,323.4,Safe
soil-water-monitor-3,,0.0,354.4,Safe
soil-water-monitor-1,6.62,58.56,2681.5,Critical
soil-water-monitor-3,5.4,28.3,1529.1,Critical
soil-water-monitor-2,7.25,1.11,257.6,Safe
soil-water-monitor-2,4.5,30.98,1203.1,Critical
soil-water-monitor-2,5.69,12.71,1260.7,Unsafe
soil-water-monitor-2,7.47,3.04,376.7,Safe
soil-water-monitor-1,7.4,10.0,503.1,Moderate
soil-water-monitor-1,6.99,2.48,140.5,Safe
soil-water-monitor-2,6.75,1.27,299.5,Safe
soil-water-monitor-3,7.14,3.55,299.3,Safe
soil-water-monitor-1,6.96,2.95,204.1,Safe
soil-water-monitor-1,6.79,0.0,118.3,Safe
soil-water-monitor-2,7.44,4.48,299.1,Safe
soil-water-monitor-1,7.93,0.0,380.6,Safe
soil-water-monitor-2,5.31,17.55,1544.6,Critical
soil-water-monitor-3,7.21,1.88,123.6,Safe
soil-water-monitor-3,,7.85,538.9,Unsafe
soil-water-monitor-2,5.85,5.67,459.2,Moderate
soil-water-monitor-1,6.45,9.01,633.9,Moderate
soil-water-monitor-2,6.92,17.23,1316.4,Unsafe
soil-water-monitor-3,5.97,5.61,776.2,Unsafe
soil-water-monitor-3,4.64,77.28,2134.2,Critical
soil-water-monitor-2,6.33,3.12,590.5,Moderate
soil-water-monitor-1,3.46,91.73,2246.2,Critical
soil-water-monitor-3,7.57,1.27,342.3,Safe
soil-water-monitor-1,6.36,6.73,483.7,Safe
soil-water-monitor-3,6.16,10.84,448.8,Moderate
soil-water-monitor-3,8.18,1.0,135.1,Safe
soil-water-monitor-3,6.27,6.86,637.0,Moderate
soil-water-monitor-3,6.85,2.22,289.4,Safe
soil-water-monitor-1,6.69,5.41,898.1,Moderate
soil-water-monitor-2,7.64,2.68,236.5,Safe
soil-water-monitor-1,7.07,0.58,264.6,Safe
soil-water-monitor-1,7.52,1.05,396.2,Safe
soil-water-monitor-2,7.14,0.0,228.0,Safe
soil-water-monitor-1,6.99,0.27,236.7,Safe
soil-water-monitor-3,7.16,2.73,308.1,Safe
soil-water-monitor-2,6.27,38.32,1612.5,Unsafe
soil-water-monitor-3,5.46,4.31,680.2,Moderate
soil-water-monitor-1,7.84,1.4,488.7,Safe
soil-water-monitor-3,7.31,2.52,264.2,Safe
soil-water-monitor-3,5.59,6.25,701.2,Unsafe
soil-water-monitor-2,7.96,2.56,215.2,Safe
soil-water-monitor-3,6.92,24.86,1592.5,Unsafe
soil-water-monitor-1,5.66,39.62,1594.4,Unsafe
soil-water-monitor-2,6.54,5.77,862.9,Moderate
soil-water-monitor-1,7.58,2.24,126.4,Safe
soil-water-monitor-2,7.18,2.95,192.8,Safe
soil-water-monitor-3,5.12,17.63,1902.7,Critical
soil-water-monitor-1,6.78,9.96,886.9,Moderate
soil-water-monitor-1,5.65,18.66,2026.6,Unsafe
soil-water-monitor-2,7.06,0.62,134.7,Safe
soil-water-monitor-2,7.93,1.84,264.8,Safe
soil-water-monitor-3,,0.0,351.8,Safe
soil-water-monitor-1,6.63,39.42,2326.2,Unsafe
soil-water-monitor-1,7.72,0.96,413.1,Safe
soil-water-monitor-2,5.18,82.08,2395.2,Critical
soil-water-monitor-1,7.64,4.22,426.4,Safe
soil-water-monitor-3,7.19,0.0,526.5,Safe
soil-water-monitor-1,7.05,7.15,579.3,Safe
soil-water-monitor-2,6.83,6.1,658.3,Moderate
soil-water-monitor-2,5.83,31.85,1143.5,Unsafe
soil-water-monitor-1,5.85,8.17,891.4,Moderate
soil-water-monitor-1,7.56,1.21,344.8,Safe
soil-water-monitor-2,7.9,4.22,349.1,Safe
soil-water-monitor-2,7.72,0.36,435.7,Safe
soil-water-monitor-1,7.4,1.91,606.5,Safe
soil-water-monitor-2,6.84,4.99,574.8,Moderate
soil-water-monitor-2,6.96,17.59,1035.9,Unsafe
soil-water-monitor-1,,2.26,282.5,Safe
soil-water-monitor-2,6.48,28.66,1157.2,Unsafe
soil-water-monitor-2,5.05,19.56,1585.9,Critical
soil-water-monitor-1,6.65,9.14,701.4,Moderate
soil-water-monitor-1,6.97,1.15,353.1,Safe
soil-water-monitor-1,7.67,1.57,327.7,Safe
soil-water-monitor-3,7.04,6.21,548.8,Moderate
soil-water-monitor-3,7.34,1.01,232.7,Safe
soil-water-monitor-2,6.39,32.28,1017.5,Unsafe
soil-water-monitor-2,7.6,0.76,168.1,Safe
soil-water-monitor-3,6.39,4.05,307.7,Safe
soil-water-monitor-3,7.43,2.85,233.3,Safe
soil-water-monitor-3,6.4,1.12,230.6,Safe
soil-water-monitor-3,7.41,3.34,1002.1,Safe
soil-water-monitor-2,7.37,5.44,552.9,Moderate
soil-water-monitor-1,7.65,3.99,65.8,Safe
soil-water-monitor-3,6.27,1.31,383.0,Safe
soil-water-monitor-3,6.64,14.76,1340.7,Unsafe
soil-water-monitor-3,7.48,2.94,284.7,Safe
soil-water-monitor-3,6.43,37.98,1917.2,Unsafe
soil-water-monitor-2,7.53,3.44,208.6,Safe
soil-water-monitor-2,6.72,3.82,753.5,Safe
soil-water-monitor-2,8.03,0.0,250.6,Safe
soil-water-monitor-2,7.54,2.58,344.6,Safe
soil-water-monitor-2,6.64,3.05,301.4,Safe
soil-water-monitor-1,6.91,23.04,605.3,Moderate
soil-water-monitor-2,6.26,29.65,1655.8,Unsafe
soil-water-monitor-1,7.81,1.82,346.4,Safe
soil-water-monitor-3,5.87,19.28,1257.1,Unsafe
soil-water-monitor-1,7.48,1.55,227.2,Safe
soil-water-monitor-3,7.1,4.77,304.5,Safe
soil-water-monitor-1,6.97,1.73,266.7,Safe
soil-water-monitor-1,6.9,4.51,308.9,Safe
soil-water-monitor-3,6.61,9.98,788.0,Moderate
soil-water-monitor-2,7.45,5.42,458.9,Safe
soil-water-monitor-2,5.91,12.95,1000.8,Unsafe
soil-water-monitor-3,3.27,60.58,3001.3,Critical
soil-water-monitor-3,7.89,1.56,452.4,Safe
soil-water-monitor-1,5.62,15.22,1221.6,Unsafe
soil-water-monitor-1,7.23,0.0,268.5,Safe
soil-water-monitor-3,6.94,1.47,334.8,Safe
soil-water-monitor-2,6.98,4.28,231.3,Safe
soil-water-monitor-1,6.71,0.05,322.7,Safe
soil-water-monitor-2,6.43,9.34,660.4,Moderate
soil-water-monitor-3,6.66,1.06,323.0,Safe
soil-water-monitor-3,7.08,0.0,138.9,Safe
soil-water-monitor-2,7.32,3.15,365.9,Safe
soil-water-monitor-3,7.15,17.35,973.0,Unsafe
soil-water-monitor-3,6.83,8.79,584.6,Moderate
soil-water-monitor-2,6.6,20.75,1031.5,Unsafe
soil-water-monitor-2,7.32,2.02,167.5,Safe
soil-water-monitor-1,6.93,0.66,196.0,Safe
soil-water-monitor-3,7.7,5.31,228.9,Safe
soil-water-monitor-1,6.63,14.14,728.1,Moderate
soil-water-monitor-2,6.68,25.42,1151.6,Unsafe
soil-water-monitor-3,6.74,5.19,678.9,Moderate
soil-water-monitor-1,5.84,21.2,1867.7,Unsafe
soil-water-monitor-1,4.47,38.04,1653.5,Critical
soil-water-monitor-3,6.9,8.66,558.2,Moderate
soil-water-monitor-3,,6.58,795.0,Moderate
soil-water-monitor-2,7.21,3.34,297.6,Safe
soil-water-monitor-3,7.69,0.0,180.3,Safe
soil-water-monitor-3,7.33,0.72,396.4,Safe
soil-water-monitor-3,6.86,4.62,312.7,Safe
soil-water-monitor-2,5.53,71.58,3480.6,Critical
soil-water-monitor-2,7.31,2.32,148.9,Safe
soil-water-monitor-1,6.13,4.57,674.6,Moderate
soil-water-monitor-2,6.12,6.29,536.9,Moderate
soil-water-monitor-3,6.39,9.39,642.1,Moderate
soil-water-monitor-3,4.84,34.67,1162.6,Critical
soil-water-monitor-2,6.93,2.32,177.0,Safe
soil-water-monitor-1,8.3,3.55,383.8,Safe
soil-water-monitor-3,6.97,3.1,167.1,Safe
soil-water-monitor-1,7.3,1.64,269.0,Safe
soil-water-monitor-3,7.01,0.0,392.9,Safe
soil-water-monitor-3,6.97,3.8,294.8,Safe
soil-water-monitor-3,7.42,3.0,383.6,Safe
soil-water-monitor-1,7.28,1.57,617.8,Safe
soil-water-monitor-3,6.92,2.41,519.3,Safe
soil-water-monitor-3,8.11,2.29,226.4,Safe
soil-water-monitor-1,7.13,10.89,685.1,Moderate
soil-water-monitor-3,5.41,15.86,1024.0,Critical
soil-water-monitor-2,7.1,3.56,196.8,Safe
soil-water-monitor-1,7.2,0.79,205.8,Safe
soil-water-monitor-1,5.39,15.55,1342.3,Critical
soil-water-monitor-1,7.01,4.17,674.0,Moderate
soil-water-monitor-3,4.41,42.2,3002.4,Critical
soil-water-monitor-2,7.99,1.07,264.2,Safe
soil-water-monitor-3,6.36,5.85,685.1,Moderate
soil-water-monitor-3,7.02,1.41,245.2,Safe
soil-water-monitor-1,6.35,4.47,697.7,Moderate
soil-water-monitor-2,7.13,2.5,249.7,Safe
soil-water-monitor-3,7.05,8.54,589.9,Moderate
soil-water-monitor-2,5.76,7.73,636.8,Unsafe
soil-water-monitor-1,7.87,0.83,330.6,Safe
soil-water-monitor-1,6.89,6.07,544.1,Moderate
soil-water-monitor-3,6.86,1.97,335.8,Safe
soil-water-monitor-3,7.03,2.3,177.9,Safe
soil-water-monitor-1,7.3,2.41,245.2,Safe
soil-water-monitor-2,6.99,2.82,165.0,Safe
soil-water-monitor-1,6.12,4.13,682.9,Moderate
soil-water-monitor-1,4.36,20.31,2221.5,Critical
soil-water-monitor-2,6.39,4.31,271.6,Safe
soil-water-monitor-2,7.32,9.05,676.4,Moderate
soil-water-monitor-1,6.08,22.14,1495.2,Unsafe
soil-water-monitor-2,6.19,29.39,1481.0,Unsafe
soil-water-monitor-2,6.18,135.65,2354.5,Critical
soil-water-monitor-2,7.48,1.07,368.0,Safe
soil-water-monitor-2,7.16,3.74,481.4,Safe
soil-water-monitor-3,7.24,1.33,170.8,Safe
soil-water-monitor-1,4.61,51.86,3006.8,Critical
soil-water-monitor-3,,18.53,1284.7,Unsafe
soil-water-monitor-2,7.3,4.86,693.6,Moderate
soil-water-monitor-3,7.0,1.12,213.0,Safe
soil-water-monitor-3,6.42,5.53,844.8,Moderate
soil-water-monitor-3,6.89,5.93,727.4,Moderate
soil-water-monitor-2,3.29,40.03,2110.7,Critical
soil-water-monitor-1,8.05,4.05,177.5,Safe
soil-water-monitor-2,6.73,6.31,424.3,Safe
soil-water-monitor-1,5.82,13.1,1398.8,Unsafe
soil-water-monitor-1,7.04,1.73,65.0,Safe
soil-water-monitor-2,6.33,4.03,410.5,Safe
soil-water-monitor-3,6.92,4.12,111.8,Safe
soil-water-monitor-1,7.69,0.74,120.4,Safe
soil-water-monitor-2,6.87,1.33,600.8,Safe
soil-water-monitor-2,7.96,0.0,234.2,Safe
soil-water-monitor-1,7.42,5.3,238.9,Safe
soil-water-monitor-1,6.9,1.78,317.0,Safe
soil-water-monitor-1,6.05,5.07,630.3,Moderate
soil-water-monitor-1,6.55,11.48,967.7,Unsafe
soil-water-monitor-2,7.34,0.67,474.5,Safe
soil-water-monitor-1,8.15,2.65,337.1,Safe
soil-water-monitor-1,4.74,16.68,1832.1,Critical
soil-water-monitor-2,7.32,2.85,345.7,Safe
soil-water-monitor-1,7.17,2.14,328.2,Safe
soil-water-monitor-1,7.24,0.88,587.6,Safe
soil-water-monitor-3,5.66,36.46,1540.7,Unsafe
soil-water-monitor-1,6.45,0.24,380.4,Safe
soil-water-monitor-2,6.07,32.04,1067.3,Unsafe
soil-water-monitor-1,5.49,35.36,1225.2,Unsafe
soil-water-monitor-2,5.86,32.14,1196.7,Unsafe
soil-water-monitor-3,7.11,0.83,309.5,Safe
soil-water-monitor-2,7.22,2.14,270.3,Safe
soil-water-monitor-2,7.2,2.4,190.9,Safe
soil-water-monitor-1,7.6,3.22,283.3,Safe
soil-water-monitor-1,7.19,2.85,270.3,Safe
soil-water-monitor-1,7.16,3.36,523.1,Safe
soil-water-monitor-1,7.71,4.2,63.5,Safe
soil-water-monitor-2,7.78,0.07,370.1,Safe
soil-water-monitor-2,7.46,2.65,439.1,Safe
soil-water-monitor-1,7.16,2.3,263.3,Safe
soil-water-monitor-1,6.52,8.47,325.2,Safe
soil-water-monitor-3,8.34,3.94,286.7,Safe
soil-water-monitor-1,6.69,2.99,319.0,Safe
soil-water-monitor-2,6.85,1.55,363.3,Safe
soil-water-monitor-3,7.14,0.0,253.9,Safe
soil-water-monitor-3,7.14,1.8,354.5,Safe
soil-water-monitor-1,5.32,46.22,1514.4,Critical
soil-water-monitor-2,7.52,3.98,257.7,Safe
soil-water-monitor-3,7.06,7.06,560.7,Moderate
soil-water-monitor-2,6.98,9.12,483.8,Safe
soil-water-monitor-1,4.52,28.2,1284.7,Critical
soil-water-monitor-2,7.23,4.02,434.7,Safe
soil-water-monitor-2,7.49,3.47,433.6,Safe
soil-water-monitor-2,6.76,7.93,534.8,Moderate
soil-water-monitor-2,7.23,4.4,531.1,Safe
soil-water-monitor-2,4.46,56.94,2526.8,Critical
soil-water-monitor-2,7.32,2.0,298.7,Safe
soil-water-monitor-1,6.21,1.9,277.5,Safe
soil-water-monitor-3,6.19,29.02,830.6,Unsafe
soil-water-monitor-3,,6.27,716.7,Unsafe
soil-water-monitor-3,4.41,18.58,1617.9,Critical
soil-water-monitor-1,6.61,0.29,277.7,Safe
soil-water-monitor-2,6.04,6.51,771.3,Moderate
soil-water-monitor-3,3.59,78.37,1164.5,Critical
soil-water-monitor-3,6.63,1.63,159.9,Safe
soil-water-monitor-3,7.86,2.08,272.6,Safe
soil-water-monitor-2,7.32,2.54,296.5,Safe
soil-water-monitor-1,7.77,1.79,118.8,Safe
soil-water-monitor-3,5.57,7.73,560.9,Unsafe
soil-water-monitor-3,6.44,3.42,222.8,Safe
soil-water-monitor-2,6.83,0.0,382.2,Safe
soil-water-monitor-1,6.93,8.17,734.0,Moderate
soil-water-monitor-2,6.22,7.98,739.1,Moderate
soil-water-monitor-3,6.02,2.84,696.7,Moderate
soil-water-monitor-2,6.62,4.59,833.6,Safe
soil-water-monitor-1,7.72,4.04,306.7,Safe
soil-water-monitor-2,6.19,6.12,708.4,Moderate
soil-water-monitor-1,4.49,34.52,1965.7,Critical
soil-water-monitor-2,5.81,6.18,470.5,Moderate
soil-water-monitor-1,4.4,19.55,1548.6,Critical
soil-water-monitor-2,6.56,27.07,1282.7,Unsafe
soil-water-monitor-2,8.15,0.96,141.4,Safe
soil-water-monitor-3,7.55,1.79,256.7,Safe
soil-water-monitor-3,7.07,2.34,88.7,Safe
soil-water-monitor-2,6.92,3.94,532.2,Safe
soil-water-monitor-1,7.09,0.05,338.6,Safe
soil-water-monitor-3,7.93,0.0,339.6,Safe
soil-water-monitor-3,5.63,30.43,1035.8,Unsafe
soil-water-monitor-2,5.08,25.33,1311.4,Critical
soil-water-monitor-3,,22.27,1357.2,Unsafe
soil-water-monitor-2,6.55,10.0,645.6,Moderate
soil-water-monitor-3,7.14,0.88,197.1,Safe
soil-water-monitor-1,5.82,16.63,1282.6,Unsafe
soil-water-monitor-3,6.52,8.67,688.9,Moderate
soil-water-monitor-3,7.92,0.0,180.2,Safe
soil-water-monitor-1,6.27,10.48,828.4,Moderate
soil-water-monitor-2,6.82,2.53,226.4,Safe
soil-water-monitor-3,7.17,18.6,1130.8,Unsafe
soil-water-monitor-3,7.21,0.88,324.1,Safe
soil-water-monitor-1,6.72,14.31,1084.3,Unsafe
soil-water-monitor-3,4.71,12.94,1618.6,Critical
soil-water-monitor-1,6.88,1.68,907.6,Safe
soil-water-monitor-3,7.73,3.26,433.9,Safe
soil-water-monitor-1,4.96,28.82,1555.1,Critical
soil-water-monitor-2,4.91,22.72,1961.8,Critical
soil-water-monitor-1,7.97,0.27,185.9,Safe
soil-water-monitor-3,7.12,0.58,359.6,Safe
soil-water-monitor-2,4.05,79.03,4572.2,Critical
soil-water-monitor-3,7.09,2.73,376.7,Safe
soil-water-monitor-3,6.53,4.09,266.3,Safe
soil-water-monitor-2,6.89,10.37,658.4,Moderate
soil-water-monitor-3,6.75,1.32,233.4,Safe
soil-water-monitor-2,7.34,0.0,168.4,Safe
soil-water-monitor-1,6.5,54.77,954.4,Unsafe
soil-water-monitor-2,7.09,14.14,707.0,Moderate
soil-water-monitor-2,3.58,54.71,1998.9,Critical
soil-water-monitor-3,7.62,4.32,141.9,Safe
soil-water-monitor-3,7.16,2.5,377.2,Safe
soil-water-monitor-2,7.74,2.39,334.3,Safe
soil-water-monitor-3,6.48,54.76,1449.9,Unsafe
soil-water-monitor-1,7.31,0.4,231.7,Safe
soil-water-monitor-2,7.09,3.14,303.1,Safe
soil-water-monitor-1,7.57,1.48,263.3,Safe
soil-water-monitor-3,6.28,6.83,920.2,Moderate
soil-water-monitor-3,6.43,5.87,655.5,Moderate
soil-water-monitor-3,4.59,27.54,1205.3,Critical
soil-water-monitor-3,6.09,7.78,938.9,Unsafe
